Force      Sigma1       Sigma2      Eps1        Eps2        U       RF1     RF2
70.20702070207021 3.1045773312785117 -1.7429206070335508 2.5871477760654264e-05 -1.4524338391946256e-05 0.0008278872883409364 52.7778146317347 -17.429206070335507
70.8070807080708 3.131112180263798 -1.7578173643586232 2.6092601502198317e-05 -1.464847803632186e-05 0.0008349632480703461 53.22890706448457 -17.578173643586233
71.4071407140714 3.1576470292490844 -1.7727141216836966 2.631372524374237e-05 -1.4772617680697472e-05 0.0008420392077997559 53.679999497234434 -17.727141216836966
72.007200720072 3.184181878234371 -1.7876108790087695 2.6534848985286427e-05 -1.4896757325073078e-05 0.0008491151675291657 54.13109192998431 -17.876108790087695
72.60726072607261 3.210716727219658 -1.8025076363338428 2.6755972726830484e-05 -1.502089696944869e-05 0.0008561911272585755 54.58218436273418 -18.025076363338428
73.20732073207321 3.2372515762049443 -1.8174043936589162 2.6977096468374534e-05 -1.51450366138243e-05 0.0008632670869879851 55.033276795484056 -18.17404393658916
73.8073807380738 3.26378642519023 -1.8323011509839886 2.7198220209918584e-05 -1.5269176258199905e-05 0.0008703430467173947 55.484369228233916 -18.323011509839887
74.4074407440744 3.290321274175517 -1.847197908309062 2.741934395146264e-05 -1.5393315902575515e-05 0.0008774190064468045 55.93546166098379 -18.47197908309062
75.00750075007501 3.3168561231608034 -1.8620946656341353 2.7640467693006694e-05 -1.5517455546951128e-05 0.0008844949661762142 56.38655409373366 -18.620946656341353
75.6075607560756 3.3433909721460897 -1.876991422959208 2.7861591434550748e-05 -1.5641595191326734e-05 0.0008915709259056239 56.837646526483525 -18.76991422959208
76.2076207620762 3.369925821131376 -1.891888180284281 2.80827151760948e-05 -1.5765734835702344e-05 0.0008986468856350336 57.28873895923339 -18.91888180284281
76.8076807680768 3.3964606701166624 -1.9067849376093544 2.8303838917638855e-05 -1.5889874480077953e-05 0.0009057228453644433 57.73983139198326 -19.067849376093545
77.40774077407741 3.422995519101949 -1.9216816949344273 2.852496265918291e-05 -1.601401412445356e-05 0.0009127988050938532 58.19092382473313 -19.216816949344274
78.00780078007801 3.4495303680872356 -1.9365784522595006 2.874608640072696e-05 -1.6138153768829172e-05 0.0009198747648232628 58.64201625748301 -19.365784522595007
78.6078607860786 3.4760652170725215 -1.9514752095845735 2.896721014227101e-05 -1.626229341320478e-05 0.0009269507245526724 59.09310869023287 -19.514752095845736
79.20792079207921 3.5026000660578083 -1.9663719669096467 2.918833388381507e-05 -1.6386433057580388e-05 0.0009340266842820822 59.54420112298274 -19.663719669096466
79.80798079807981 3.529134915043095 -1.9812687242347198 2.9409457625359125e-05 -1.6510572701955998e-05 0.000941102644011492 59.995293555732616 -19.8126872423472
80.4080408040804 3.555669764028381 -1.9961654815597925 2.9630581366903175e-05 -1.6634712346331604e-05 0.0009481786037409016 60.446385988482476 -19.961654815597925
81.008100810081 3.5822046130136678 -2.0110622388848656 2.9851705108447232e-05 -1.6758851990707214e-05 0.0009552545634703114 60.89747842123235 -20.110622388848657
81.60816081608161 3.608739461998954 -2.025958996209939 3.0072828849991285e-05 -1.6882991635082826e-05 0.0009623305231997211 61.34857085398222 -20.25958996209939
82.20822082208221 3.6352743109842405 -2.040855753535012 3.029395259153534e-05 -1.7007131279458433e-05 0.0009694064829291308 61.79966328673209 -20.40855753535012
82.80828082808281 3.661809159969527 -2.0557525108600854 3.051507633307939e-05 -1.7131270923834046e-05 0.0009764824426585404 62.25075571948196 -20.557525108600853
83.4083408340834 3.6883440089548127 -2.070649268185158 3.073620007462344e-05 -1.7255410568209652e-05 0.00098355840238795 62.70184815223182 -20.706492681851582
84.00840084008401 3.7148788579400995 -2.085546025510231 3.09573238161675e-05 -1.7379550212585258e-05 0.00099063436211736 63.15294058498169 -20.85546025510231
84.60846084608461 3.7414137069253863 -2.1004427828353043 3.117844755771155e-05 -1.7503689856960868e-05 0.0009977103218467697 63.60403301773157 -21.004427828353045
85.2085208520852 3.7679485559106722 -2.1153395401603774 3.13995712992556e-05 -1.7627829501336477e-05 0.0010047862815761792 64.05512545048143 -21.153395401603774
85.8085808580858 3.794483404895959 -2.1302362974854505 3.162069504079966e-05 -1.7751969145712087e-05 0.001011862241305589 64.5062178832313 -21.302362974854503
86.40864086408641 3.8210182538812454 -2.1451330548105236 3.184181878234371e-05 -1.7876108790087696e-05 0.0010189382010349988 64.95731031598118 -21.451330548105236
87.00870087008701 3.847553102866532 -2.1600298121355967 3.2062942523887766e-05 -1.8000248434463306e-05 0.0010260141607644085 65.40840274873105 -21.60029812135597
87.60876087608762 3.874087951851819 -2.17492656946067 3.2284066265431826e-05 -1.8124388078838916e-05 0.0010330901204938184 65.85949518148092 -21.7492656946067
88.2088208820882 3.900622800837104 -2.189823326785743 3.2505190006975866e-05 -1.8248527723214525e-05 0.0010401660802232277 66.31058761423077 -21.898233267857428
88.80888088808881 3.927157649822391 -2.204720084110816 3.2726313748519926e-05 -1.8372667367590135e-05 0.0010472420399526376 66.76168004698064 -22.04720084110816
89.40894089408941 3.9536924988076776 -2.219616841435889 3.294743749006398e-05 -1.8496807011965744e-05 0.0010543179996820474 67.21277247973052 -22.19616841435889
90.00900090009 3.9802273477929635 -2.234513598760962 3.3168561231608027e-05 -1.862094665634135e-05 0.0010613939594114568 67.66386491248038 -22.34513598760962
90.6090609060906 4.00676219677825 -2.249410356086035 3.338968497315208e-05 -1.8745086300716957e-05 0.0010684699191408666 68.11495734523025 -22.49410356086035
91.20912091209121 4.033297045763537 -2.264307113411108 3.361080871469614e-05 -1.8869225945092566e-05 0.0010755458788702765 68.56604977798013 -22.643071134111082
91.80918091809181 4.0598318947488234 -2.2792038707361817 3.3831932456240194e-05 -1.899336558946818e-05 0.0010826218385996862 69.01714221073 -22.792038707361815
92.40924092409242 4.086366743734111 -2.2941006280612544 3.4053056197784254e-05 -1.9117505233843786e-05 0.0010896977983290961 69.46823464347987 -22.941006280612545
93.009300930093 4.112901592719396 -2.3089973853863275 3.42741799393283e-05 -1.9241644878219395e-05 0.0010967737580585056 69.91932707622973 -23.089973853863274
93.60936093609361 4.1394364417046825 -2.3238941427114006 3.4495303680872354e-05 -1.9365784522595005e-05 0.0011038497177879153 70.37041950897961 -23.238941427114007
94.20942094209421 4.16597129068997 -2.3387909000364737 3.4716427422416414e-05 -1.9489924166970614e-05 0.0011109256775173252 70.82151194172948 -23.387909000364736
94.8094809480948 4.192506139675254 -2.3536876573615464 3.4937551163960454e-05 -1.961406381134622e-05 0.0011180016372467345 71.27260437447933 -23.536876573615466
95.4095409540954 4.219040988660542 -2.36858441468662 3.5158674905504514e-05 -1.9738203455721834e-05 0.0011250775969761445 71.7236968072292 -23.6858441468662
96.00960096009601 4.245575837645828 -2.3834811720116926 3.537979864704857e-05 -1.986234310009744e-05 0.0011321535567055542 72.17478923997908 -23.834811720116928
96.60966096609661 4.272110686631115 -2.398377929336766 3.560092238859263e-05 -1.9986482744473053e-05 0.001139229516434964 72.62588167272895 -23.98377929336766
97.20972097209722 4.2986455356164015 -2.4132746866618393 3.582204613013668e-05 -2.0110622388848662e-05 0.0011463054761643738 73.07697410547883 -24.132746866618394
97.8097809780978 4.325180384601687 -2.428171443986912 3.604316987168073e-05 -2.0234762033224265e-05 0.0011533814358937833 73.52806653822869 -24.28171443986912
98.40984098409841 4.351715233586974 -2.443068201311985 3.626429361322479e-05 -2.0358901677599875e-05 0.0011604573956231932 73.97915897097856 -24.430682013119853
99.00990099009901 4.378250082572261 -2.457964958637058 3.6485417354768835e-05 -2.0483041321975484e-05 0.0011675333553526027 74.43025140372843 -24.579649586370582
99.6099609960996 4.404784931557547 -2.4728617159621313 3.670654109631289e-05 -2.0607180966351094e-05 0.0011746093150820124 74.8813438364783 -24.72861715962131
100.2100210021002 4.431319780542833 -2.4877584732872045 3.692766483785694e-05 -2.0731320610726703e-05 0.0011816852748114221 75.33243626922817 -24.877584732872045
100.81008100810081 4.4578546295281205 -2.5026552306122776 3.7148788579401e-05 -2.0855460255102313e-05 0.001188761234540832 75.78352870197804 -25.026552306122774
101.41014101410141 4.484389478513406 -2.5175519879373507 3.736991232094505e-05 -2.0979599899477923e-05 0.0011958371942702415 76.2346211347279 -25.175519879373507
102.01020102010202 4.510924327498692 -2.532448745262424 3.75910360624891e-05 -2.1103739543853532e-05 0.0012029131539996513 76.68571356747778 -25.32448745262424
102.6102610261026 4.537459176483979 -2.5473455025874965 3.7812159804033155e-05 -2.122787918822914e-05 0.001209989113729061 77.13680600022764 -25.473455025874966
103.21032103210321 4.563994025469265 -2.56224225991257 3.803328354557721e-05 -2.135201883260475e-05 0.0012170650734584707 77.58789843297751 -25.6224225991257
103.81038103810381 4.590528874454552 -2.577139017237643 3.825440728712127e-05 -2.147615847698036e-05 0.0012241410331878806 78.03899086572738 -25.77139017237643
104.4104410441044 4.617063723439838 -2.592035774562716 3.8475531028665315e-05 -2.1600298121355964e-05 0.00123121699291729 78.49008329847724 -25.920357745627157
105.010501050105 4.643598572425125 -2.606932531887789 3.8696654770209376e-05 -2.1724437765731573e-05 0.0012382929526467 78.94117573122712 -26.06932531887789
105.61056105610561 4.67013342141041 -2.6218292892128625 3.891777851175342e-05 -2.1848577410107186e-05 0.0012453689123761095 79.39226816397698 -26.218292892128623
106.21062106210621 4.696668270395698 -2.636726046537935 3.913890225329748e-05 -2.1972717054482793e-05 0.0012524448721055194 79.84336059672685 -26.367260465379353
